Question,Answer
예약금만 먼저 내고 나머지는 나중에 낼 수 있나요?,"아니요, 예약금 분할 결제는 지원하지 않으며 전액 결제만 가능합니다."
분할 결제가 가능한가요?,"아니요, 부분 결제나 분할 결제는 지원하지 않습니다. 투어 금액은 전액 결제해 주셔야 합니다."
부분 결제는 안 되나요?,"네, 부분 결제는 지원하지 않으며 전액 결제만 가능합니다."
결제 기한이 있나요?,"네, 가이드가 예약을 수락한 뒤 24시간 안에 결제해야 합니다. 기한이 지나면 예약이 자동 취소됩니다."
결제는 어디서 하나요?,"가이드가 예약을 수락하면 체크아웃 페이지에서 결제를 진행하실 수 있습니다."
토스페이먼츠로 무엇을 결제할 수 있나요?,"토스페이먼츠를 통해 국내 카드 결제와 간편결제를 이용하실 수 있습니다."
달러로 결제하면 환율은 어떻게 적용되나요?,"PayPal 결제는 미국 달러로 진행되며 환산 환율이 적용됩니다. 적용 환율 관련 자세한 문의는 고객센터로 연락해 주세요."
결제 수단은 선택할 수 있나요?,"네, 체크아웃 페이지에서 토스페이먼츠(국내 카드·간편결제)와 PayPal(해외 결제) 중 선택하실 수 있습니다."
현장에서 결제할 수 있나요?,"아니요, 결제는 반드시 플랫폼 안전 결제 시스템으로만 진행됩니다. 현장 직거래는 금지되어 있으며 피해 보호를 받을 수 없습니다."
안전 결제란 무엇인가요?,"플랫폼을 통해 토스페이먼츠나 PayPal로 결제하는 방식입니다. 무통장 입금이나 직거래와 달리 문제 발생 시 보호를 받을 수 있습니다."
결제했는데 예약 내역에 반영이 안 돼요,"결제 성공 시 예약 상태가 결제 완료로 변경됩니다. 반영되지 않는다면 고객센터(support@guidematch.com)로 문의해 주세요."
카드 결제 영수증이 필요해요,"이용 내역(아카이브) 페이지에서 완료된 투어의 영수증을 확인하고 다운로드하실 수 있습니다."
결제 전에 가이드와 대화할 수 있나요?,"네, 사이트 내 1:1 메시지 기능으로 결제 전에도 가이드와 대화하며 궁금한 점을 확인하실 수 있습니다."
수락 대기 상태에서도 결제할 수 있나요?,"아니요, 결제는 가이드가 예약을 수락해 확정 상태가 된 뒤에 가능합니다."
결제 완료 후 일정을 바꿀 수 있나요?,"일정 변경은 가이드와 사이트 내 메시지로 합의하시고 기록을 남기시는 것을 권장합니다. 처리가 어려우면 고객센터로 문의해 주세요."
해외에서도 결제가 가능한가요?,"네, 해외 결제는 PayPal을 통해 가능합니다. 미국 달러로 결제되며 환산 환율이 적용됩니다."
결제 통화는 무엇인가요?,"투어 가격은 원화로 표시되며 토스페이먼츠는 국내 결제로 진행됩니다. PayPal 이용 시 미국 달러로 결제되며 환산 환율이 적용됩니다."
24시간 안에 결제 못 하면 어떻게 되나요?,"가이드 수락 후 24시간 안에 결제하지 않으면 예약이 자동으로 취소됩니다."
자동 취소된 예약은 다시 예약할 수 있나요?,"네, 예약이 자동 취소된 경우 원하시면 같은 가이드나 다른 가이드에게 다시 예약 요청을 진행하실 수 있습니다."
결제 오류가 계속 발생해요,"결제 실패 시 다시 시도하실 수 있습니다. 오류가 반복되면 고객센터(support@guidematch.com)로 문의해 주세요."
결제 외에 추가 요금을 내야 하나요?,"투어 금액은 플랫폼 안전 결제로 전액 결제합니다. 투어 중 부당한 추가 비용을 요구받으셨다면 고객센터로 접수해 주세요."
예약 취소는 어떻게 하나요?,"예약 내역 페이지에서 취소하실 수 있습니다. 취소 시점에 따라 환불 규정이 적용됩니다."
환불 규정을 알려주세요,"투어 시작 72시간 전까지 취소 시 100% 환불, 24~72시간 전 취소 시 50% 환불, 24시간 이내 취소나 당일 노쇼는 환불이 불가합니다."
취소하면 전액 환불되나요?,"투어 시작 72시간 전까지 취소하시면 100% 환불됩니다. 24~72시간 전에는 50%, 24시간 이내에는 환불이 불가합니다."
환불은 어떻게 받나요?,"환불은 결제하신 수단으로 처리됩니다. 카드사나 결제사에 따라 소요 기간이 다를 수 있으며 문의는 고객센터로 해 주세요."
돈은 언제 돌려받을 수 있나요?,"환불은 결제한 수단으로 처리되며 카드사·결제사에 따라 소요 기간이 다를 수 있습니다. 자세한 사항은 고객센터(support@guidematch.com)로 문의해 주세요."
72시간 전에 취소하면 얼마나 환불되나요?,"투어 시작 72시간 전까지 취소하시면 100% 전액 환불됩니다."
투어 이틀 전에 취소하면 환불이 되나요?,"투어 시작 24~72시간 전 취소에 해당하므로 50% 환불됩니다."
투어 전날 취소하면 환불받을 수 있나요?,"투어 시작까지 24~72시간이 남았다면 50% 환불되고 24시간 이내라면 환불이 불가합니다. 남은 시간을 기준으로 적용됩니다."
당일 취소는 환불이 되나요?,"투어 시작 24시간 이내 취소 또는 당일 노쇼는 환불이 불가합니다."
노쇼하면 환불받을 수 있나요?,"아니요, 당일 노쇼는 환불이 불가합니다. 일정에 문제가 있다면 미리 가이드와 메시지로 협의하시거나 사전에 취소해 주세요."
가이드가 취소하면 환불은요?,"가이드 사정으로 취소된 경우(가이드 귀책)에는 전액 환불됩니다."
가이드 사정으로 투어가 취소됐어요,"가이드 귀책으로 취소된 경우 전액 환불됩니다. 환불은 결제하신 수단으로 처리되며 문의 사항은 고객센터로 연락해 주세요."
환불은 어떤 방법으로 들어오나요?,"환불은 결제하신 수단으로 처리됩니다. 카드사·결제사에 따라 입금까지 걸리는 기간이 다를 수 있습니다."
환불 처리 기간은 얼마나 걸리나요?,"카드사나 결제사에 따라 소요 기간이 다를 수 있습니다. 환불 관련 문의는 고객센터(support@guidematch.com)로 해 주세요."
비가 오면 취소할 수 있나요?,"우천 등 불가항력 상황은 고객센터로 문의해 주시면 상황에 맞게 처리를 안내해 드립니다."
태풍으로 투어를 못 가게 됐어요,"천재지변 등 불가항력 상황은 고객센터(support@guidematch.com)로 문의해 주시면 상황에 맞게 처리를 안내해 드립니다."
가이드마다 환불 정책이 다른가요?,"각 가이드가 개별 환불 정책을 둘 수 있으며 플랫폼 기본 정책에 부합하는 범위에서 우선 적용됩니다. 예약 전 해당 가이드의 정책을 확인해 보세요."
가이드 개별 환불 정책은 어떻게 적용되나요?,"가이드의 개별 환불 정책은 플랫폼 기본 정책에 부합하는 범위 내에서 우선 적용되며 이는 약관에 명시되어 있습니다."
취소 수수료가 있나요?,"별도 수수료가 아니라 취소 시점에 따른 환불 규정이 적용됩니다. 72시간 전 취소는 100% 환불, 24~72시간 전은 50% 환불, 24시간 이내는 환불이 불가합니다."
50% 환불은 어떤 경우인가요?,"투어 시작 24시간 전에서 72시간 전 사이에 취소하시는 경우 50% 환불됩니다."
환불이 안 들어왔어요,"환불은 결제 수단과 카드사·결제사에 따라 소요 기간이 다를 수 있습니다. 지연이 길어지면 고객센터(support@guidematch.com)로 문의해 주세요."
취소 버튼은 어디에 있나요?,"예약 내역 페이지에서 해당 예약을 선택해 취소하실 수 있습니다."
결제 전에 취소하면 어떻게 되나요?,"결제 전이라면 예약 내역 페이지에서 취소하실 수 있으며 결제가 이루어지지 않았으므로 환불 절차 없이 취소 상태로 처리됩니다."
일부 인원만 취소할 수 있나요?,"인원 변경 등 요청 사항은 가이드와 사이트 내 메시지로 합의하시는 것을 권장하며 처리가 어려우면 고객센터로 문의해 주세요."
환불 문의는 어디로 하나요?,"환불 관련 문의는 고객센터(support@guidematch.com) 또는 1:1 문의 폼(문의 유형: 결제/환불)으로 접수해 주세요."
PayPal로 결제했는데 환불은 어떻게 되나요?,"환불은 결제하신 수단으로 처리되므로 PayPal로 환불됩니다. 결제사에 따라 소요 기간이 다를 수 있습니다."
3일 전에 취소하면 전액 환불인가요?,"네, 투어 시작 72시간 전까지 취소하시면 100% 전액 환불됩니다."
취소하면 예약 상태는 어떻게 표시되나요?,"여행자가 취소한 예약은 취소(cancelled) 상태로 표시되며 예약 내역의 취소된 투어 탭에서 확인하실 수 있습니다."
취소한 투어 목록은 어디서 보나요?,"예약 내역 페이지의 취소된 투어 탭에서 확인하실 수 있습니다."
투어 시작 12시간 전인데 취소하면 환불되나요?,"투어 시작 24시간 이내 취소에 해당하므로 환불이 불가합니다."
환불 불가인 경우는 언제인가요?,"투어 시작 24시간 이내에 취소하거나 당일 노쇼하는 경우 환불이 불가합니다."
가이드 귀책 취소란 무엇인가요?,"가이드 사정으로 예약이 취소되는 경우를 말하며 이 경우 여행자에게 전액 환불됩니다."
취소를 번복할 수 있나요?,"취소된 예약을 되돌리는 기능은 별도로 안내되어 있지 않습니다. 다시 이용을 원하시면 새로 예약을 요청하시거나 고객센터로 문의해 주세요."
천재지변 시 환불 처리는 어떻게 되나요?,"우천이나 천재지변 등 불가항력 상황은 고객센터로 문의해 주시면 상황에 맞게 처리를 안내해 드립니다."
환불 금액은 어떻게 계산되나요?,"취소 시점 기준으로 투어 시작 72시간 전까지는 100%, 24~72시간 전은 50%, 24시간 이내는 0%가 적용됩니다. 가이드 귀책 취소는 전액 환불됩니다."
리뷰는 어떻게 작성하나요?,"투어가 완료(completed)된 예약에 대해 별점(1~5점)과 텍스트로 리뷰를 작성하실 수 있습니다. 예약 1건당 리뷰 1개를 남길 수 있습니다."
리뷰는 누구나 쓸 수 있나요?,"아니요, 실제로 투어를 완료한 예약자만 리뷰를 작성할 수 있습니다."
투어를 안 갔는데 리뷰를 쓸 수 있나요?,"아니요, 리뷰는 투어가 완료된 예약에 한해 작성할 수 있습니다."
별점은 몇 점까지 줄 수 있나요?,"별점은 1점부터 5점까지 선택하실 수 있습니다."
리뷰를 수정하고 싶어요,"리뷰 수정 기능은 현재 제공되지 않습니다. 고객센터(support@guidematch.com)로 문의해 주세요."
리뷰를 삭제할 수 있나요?,"리뷰 삭제 기능은 현재 제공되지 않습니다. 삭제가 필요하시면 고객센터(support@guidematch.com)로 문의해 주세요."
잘못 쓴 리뷰를 고치려면 어떻게 하나요?,"리뷰 수정·삭제 기능은 현재 제공되지 않으므로 고객센터(support@guidematch.com)로 문의해 주시면 안내해 드립니다."
리뷰는 어디에 표시되나요?,"작성한 리뷰는 해당 가이드의 프로필에 표시되며 가이드 평점에 자동으로 반영됩니다."
리뷰를 쓰면 가이드 평점에 반영되나요?,"네, 작성하신 별점은 가이드 평점(5점 만점)에 자동으로 반영됩니다."
한 예약에 리뷰를 여러 개 쓸 수 있나요?,"아니요, 리뷰는 예약 1건당 1개만 작성할 수 있습니다."
리뷰 작성 조건이 있나요?,"투어가 완료된 예약에 한해 작성할 수 있으며 예약 1건당 리뷰 1개입니다."
리뷰에 글도 쓸 수 있나요?,"네, 리뷰는 별점(1~5점)과 함께 텍스트로 작성합니다."
리뷰 작성은 언제부터 가능한가요?,"투어가 종료되어 예약 상태가 완료(completed)로 바뀐 뒤부터 작성하실 수 있습니다."
리뷰를 쓰면 포인트를 주나요?,"포인트나 적립금 제도는 현재 운영하지 않습니다."
나쁜 경험을 했는데 리뷰로 남겨도 되나요?,"네, 완료된 투어에 대해 솔직한 별점과 후기를 남기실 수 있습니다. 다만 심각한 문제 상황은 고객센터로도 접수해 주시기 바랍니다."
내가 쓴 리뷰는 어디서 보나요?,"작성하신 리뷰는 해당 가이드의 프로필 리뷰 목록에서 확인하실 수 있습니다."
리뷰 별점과 글은 둘 다 써야 하나요?,"리뷰는 별점(1~5점)과 텍스트로 구성됩니다. 별점과 함께 후기를 작성해 주세요."
가이드 평점은 리뷰로 정해지나요?,"네, 여행자들이 남긴 리뷰 별점이 가이드 평점에 자동 반영되며 5점 만점에 소수점 1자리로 표시됩니다."
리뷰를 안 쓰면 불이익이 있나요?,"리뷰 작성은 선택 사항입니다. 다만 실제 이용자의 후기는 다른 여행자에게 큰 도움이 되니 작성을 권장드립니다."
완료된 투어인데 리뷰 버튼이 안 보여요,"리뷰는 완료(completed) 상태의 예약에서 작성할 수 있고 예약 1건당 1개만 가능합니다. 문제가 계속되면 고객센터(support@guidematch.com)로 문의해 주세요."
가이드와 어떻게 연락하나요?,"사이트 내 1:1 메시지 기능으로 가이드와 대화하실 수 있습니다. 메시지 메뉴 또는 예약 내역의 메시지 버튼을 이용해 주세요."
메시지는 어디서 보내나요?,"메시지 메뉴에서 보내거나 예약 내역 페이지의 메시지 버튼을 통해 가이드에게 보낼 수 있습니다."
예약 전에 가이드에게 질문할 수 있나요?,"네, 사이트 내 1:1 메시지로 예약 전에도 가이드에게 궁금한 점을 문의하실 수 있습니다."
일정 변경 요청은 어떻게 전달하나요?,"일정 변경이나 요청 사항은 사이트 내 메시지로 가이드와 합의하시고 기록을 남기시는 것을 권장합니다."
가이드와 카톡으로 연락해도 되나요?,"일정 변경이나 요청 사항은 기록이 남는 사이트 내 1:1 메시지 이용을 권장합니다. 특히 결제는 반드시 플랫폼 안전 결제로만 진행해 주세요."
메시지 기능은 어떻게 이용하나요?,"메시지 메뉴 또는 예약 내역의 메시지 버튼으로 가이드와 1:1 대화를 시작하실 수 있습니다."
가이드가 메시지에 답이 없어요,"가이드의 응답 시점은 다를 수 있습니다. 계속 연락이 닿지 않으면 즉시 고객센터(support@guidematch.com)로 연락해 주세요."
예약 내역에서 바로 메시지를 보낼 수 있나요?,"네, 예약 내역 페이지의 메시지 버튼으로 해당 가이드에게 바로 메시지를 보낼 수 있습니다."
요청 사항은 어떻게 남기나요?,"사이트 내 1:1 메시지로 가이드와 합의하시고 기록을 남기시는 것을 권장합니다."
가이드와 만날 시간을 조율하고 싶어요,"사이트 내 메시지로 가이드와 시간을 협의해 주세요. 합의 내용은 메시지로 기록을 남겨 두시는 것이 좋습니다."
가이드가 약속 장소에 안 나타나면 어떻게 하나요?,"가이드와 연락이 안 되거나 약속 장소에 나타나지 않으면 즉시 고객센터(support@guidematch.com)로 연락해 주세요."
투어 당일 가이드와 연락이 안 돼요,"사이트 내 메시지로 먼저 연락해 보시고 계속 연락이 닿지 않으면 즉시 고객센터로 연락해 주세요."
메시지 메뉴는 어디에 있나요?,"사이트의 메시지 메뉴에서 가이드와의 대화를 확인할 수 있으며 예약 내역 페이지의 메시지 버튼으로도 접근할 수 있습니다."
가이드에게 특별 요청을 미리 말할 수 있나요?,"네, 사이트 내 1:1 메시지로 요청 사항을 미리 전달하고 합의 내용을 기록으로 남겨 두시는 것을 권장합니다."
가이드와 나눈 대화 기록은 남나요?,"사이트 내 1:1 메시지로 대화하시면 기록이 남습니다. 일정 변경이나 요청 사항은 메시지로 합의해 기록을 남기시는 것을 권장합니다."
회원가입은 어떻게 하나요?,"이메일과 비밀번호(6자 이상)로 가입하거나 구글/카카오 소셜 로그인으로 가입할 수 있습니다. 이름, 이메일, 비밀번호 입력과 약관 동의가 필요합니다."
소셜 로그인이 가능한가요?,"네, 구글과 카카오 소셜 로그인을 지원합니다."
구글 계정으로 가입할 수 있나요?,"네, 구글 소셜 로그인으로 간편하게 가입하실 수 있습니다."
카카오로 로그인할 수 있나요?,"네, 카카오 소셜 로그인을 지원합니다."
비밀번호는 몇 자 이상이어야 하나요?,"비밀번호는 6자 이상이어야 합니다."
가입할 때 어떤 정보가 필요한가요?,"이름, 이메일, 비밀번호(6자 이상) 입력과 약관 동의가 필요합니다. 가입 후 이메일 인증 메일이 발송됩니다."
외국인도 가입할 수 있나요?,"네, 외국인도 이메일만 있으면 가입할 수 있습니다. 사이트는 영어도 지원합니다."
이메일 인증은 꼭 해야 하나요?,"네, 가입 시 이메일 인증 메일이 발송되며 인증 후 서비스를 이용하실 수 있습니다."
인증 메일이 안 와요,"스팸함을 먼저 확인해 보세요. 계속 인증 메일을 받지 못하시면 고객센터(support@guidematch.com)로 문의해 주세요."
비밀번호를 잊어버렸어요,"로그인 화면의 비밀번호를 잊으셨나요? 링크를 통해 재설정 메일을 받으실 수 있습니다. 재설정 메일은 시간당 최대 3회까지 발송됩니다."
비밀번호 재설정 메일은 몇 번까지 보낼 수 있나요?,"비밀번호 재설정 메일은 시간당 최대 3회까지 발송할 수 있습니다."
비밀번호 재설정 메일이 안 와요,"스팸함을 확인해 보시고 발송 한도(시간당 3회)를 초과하지 않았는지 확인해 주세요. 계속 문제가 있으면 고객센터로 문의해 주세요."
비밀번호를 변경하고 싶어요,"로그인 화면의 비밀번호 재설정 기능을 이용해 새 비밀번호(6자 이상)를 설정하실 수 있습니다."
이름을 변경할 수 있나요?,"네, 프로필 수정에서 이름을 변경하실 수 있습니다."
프로필 사진을 바꾸고 싶어요,"프로필 수정에서 프로필 사진을 변경하실 수 있습니다."
이메일 주소를 변경할 수 있나요?,"이메일 주소 변경은 현재 지원되지 않습니다. 고객센터(support@guidematch.com)로 문의해 주세요."
휴대폰 번호를 등록할 수 있나요?,"휴대폰 번호 관리 기능은 현재 제공되지 않습니다. 관련 문의는 고객센터(support@guidematch.com)로 해 주세요."
회원 탈퇴는 어떻게 하나요?,"프로필 페이지에서 탈퇴하실 수 있습니다. 탈퇴 시 프로필과 예약 내역 등 모든 데이터가 완전히 삭제되며 복구할 수 없으니 신중히 결정해 주세요."
탈퇴하면 데이터는 어떻게 되나요?,"탈퇴 시 프로필, 예약 내역 등 모든 데이터가 완전히 삭제되며 복구가 불가합니다."
탈퇴 후 다시 가입할 수 있나요?,"탈퇴 시 모든 데이터가 완전히 삭제되어 복구할 수 없습니다. 재가입 관련 자세한 사항은 고객센터(support@guidematch.com)로 문의해 주세요."
가이드 계정과 여행자 계정을 같이 쓸 수 있나요?,"여행자와 가이드는 별도 계정으로 운영됩니다. 가입 시 역할을 선택해 주세요."
여행자에서 가이드로 전환할 수 있나요?,"여행자와 가이드는 별도 계정으로 운영됩니다. 가이드 활동을 원하시면 가이드 역할로 가입이 필요하며 자세한 사항은 고객센터로 문의해 주세요."
계정을 가족과 공유해도 되나요?,"한 계정을 여러 명이 공유하는 것은 권장되지 않습니다. 예약, 결제, 리뷰가 모두 계정 기준으로 관리되기 때문입니다."
로그인은 어떻게 하나요?,"가입하신 이메일과 비밀번호로 로그인하거나 구글/카카오 소셜 로그인을 이용하실 수 있습니다."
약관 동의는 필수인가요?,"네, 회원가입 시 약관 동의가 필요합니다."
가입 시 역할은 어떻게 선택하나요?,"가입 시 여행자와 가이드 중 역할을 선택합니다. 여행자와 가이드는 별도 계정으로 운영됩니다."
영어 사용자도 가입할 수 있나요?,"네, 이메일만 있으면 누구나 가입할 수 있으며 사이트는 영어를 지원합니다."
로그인이 안 돼요,"이메일과 비밀번호를 다시 확인해 보시고 필요하면 비밀번호 재설정 메일을 이용해 주세요. 계속 문제가 있으면 고객센터(support@guidematch.com)로 문의해 주세요."
계정 정보는 어디서 수정하나요?,"프로필 페이지에서 이름과 프로필 사진을 변경하실 수 있습니다. 이메일 주소 변경은 현재 지원되지 않으므로 고객센터로 문의해 주세요."
탈퇴하면 예약 내역도 사라지나요?,"네, 탈퇴 시 프로필과 예약 내역을 포함한 모든 데이터가 완전히 삭제되며 복구할 수 없습니다."
고객센터에 어떻게 문의하나요?,"우측 하단 챗봇, 실시간 채팅 상담, 고객센터의 1:1 문의 폼, 이메일(support@guidematch.com) 네 가지 채널로 문의하실 수 있습니다."
1대1 문의는 어떻게 하나요?,"고객센터의 1:1 문의 폼에서 이름, 이메일, 문의 유형, 제목, 내용(10자 이상)을 작성해 접수하시면 영업일 기준 1~2일 내 이메일로 답변드립니다."
문의 답변은 얼마나 걸리나요?,"영업일 기준 1~2일 내에 이메일로 답변을 드립니다."
문의할 때 파일을 첨부할 수 있나요?,"네, 1:1 문의 시 JPG, PNG, PDF 형식의 파일을 최대 10MB까지 첨부할 수 있습니다."
챗봇은 어디에 있나요?,"사이트 우측 하단에서 챗봇을 이용하실 수 있습니다."
실시간 상담이 가능한가요?,"네, 실시간 채팅 상담을 이용하실 수 있습니다. 챗봇과 1:1 문의 폼, 이메일 문의도 함께 제공됩니다."
투어 중 문제가 생기면 어떻게 하나요?,"투어 중 분실물, 추가 비용 요구, 일정 무단 변경 등 문제가 생기면 고객센터로 접수해 주세요. 긴급 상황이라면 즉시 고객센터로 연락해 주세요."
투어 중 물건을 잃어버렸어요,"투어 중 분실물 문제는 고객센터로 접수해 주세요. 가이드에게도 사이트 내 메시지로 확인을 요청해 보시는 것이 좋습니다."
가이드가 일정을 마음대로 바꿨어요,"일정 무단 변경 문제는 고객센터로 접수해 주세요. 일정 합의 내용은 사이트 내 메시지로 기록을 남겨 두시면 처리에 도움이 됩니다."
투어 중 추가 비용을 요구받았어요,"부당한 추가 비용 요구는 고객센터로 접수해 주세요. 결제는 반드시 플랫폼 안전 결제로만 진행하셔야 보호받을 수 있습니다."
긴급 상황에는 어디로 연락하나요?,"긴급 상황이나 안전 문제는 즉시 고객센터(support@guidematch.com)로 연락해 주세요."
문의 유형에는 어떤 것이 있나요?,"1:1 문의 폼에서 예약/취소, 가이드/투어, 결제/환불, 기타 중 문의 유형을 선택하실 수 있습니다."
문의 내용은 몇 자 이상 써야 하나요?,"1:1 문의 내용은 10자 이상 작성해 주셔야 합니다."
전화 상담이 가능한가요?,"현재 전화 상담은 안내되어 있지 않습니다. 챗봇, 실시간 채팅 상담, 1:1 문의 폼, 이메일(support@guidematch.com)을 이용해 주세요."
쿠폰이나 할인 코드를 쓸 수 있나요?,"포인트, 적립금, 쿠폰 제도는 현재 운영하지 않습니다."
환불 기준 시각은 언제인가요?,"환불 규정의 72시간과 24시간은 투어 집합 시각을 기준으로 계산됩니다. 예약하신 투어의 집합 시각을 기준으로 남은 시간을 확인해 주세요."
